..48.....1..7.46837.23.6..1......7.42..........3...1.6.4...1.....9....7.......9.8,25,37,19,0,0,0,0,0,0,Easy,
....21547..7..43..........15..6...........2.5.3...7.8.....4...68.627..5.4.5..3.1.,27,47,7,0,0,0,0,0,0,Easy,
.......87...543...3...9..5.5...7.........8.6....2....925.3..6..4.96....3.8....9.2,25,46,10,0,0,0,0,0,0,Easy,
.7.......9......2.......6.5.6...1.53......9..735....4.12...9.6..5.7..3..6...25.71,26,39,16,0,0,0,0,0,0,Easy,
.5...47.1....9...2693.....4.......4.9.25.....14..72.6..21..6...4.........3.9.....,25,53,3,0,0,0,0,0,0,Easy,
.......1....13...9....4....8........7..68.4...149.56.3.5.4..1...763..8..3.8......,25,53,3,0,0,0,0,0,0,Easy,
6792..38..8..1.....2.....79..5......8..73..1......8...3...5.7.....8.......7..652.,25,45,11,0,0,0,0,0,0,Easy,
...9..6.4....86...7.....5..2.4..3....8..7.452....9.....7.34....3.......94..2.9.7.,25,44,12,0,0,0,0,0,0,Easy,
...8.79...5...3.......9.....3..2...5.....8.47.48.65....83.........9362...7.2..4..,25,54,2,0,0,0,0,0,0,Easy,
..3.25...7.58.....2....1.8.3.1.4..2.5..3.8...........743....5....9.1.......2.4...,24,39,18,0,0,0,0,0,0,Easy,
.......5.2..79...3...53..2..7..41....3....8..5.1...7.2..8.2........135..9.78.....,25,29,27,0,0,0,0,0,0,Easy,
3....6.25.....49......98....36..9.7.8...7.3.......5.9.2.....6.7.7.54.83.......2..,26,50,5,0,0,0,0,0,0,Easy,
...8.9.6.1.......4..4....58.....7.1....51.78.........9..9.5..412...8...5.47.2....,25,40,16,0,0,0,0,0,0,Easy,
.6.25...3...........249.........4..73.5...9.4..6...2..2.....519..7......94.5...72,25,43,13,0,0,0,0,0,0,Easy,
..5.7.3824.3..5...7.......6.31.....5........8.6....72.1.4...6....2.34....5...7...,25,41,15,0,0,0,0,0,0,Easy,
.6.3..7..9..5....8.7..9.4..35..4...7...8....6.8.6.7...5.4.1..6....9.........5.98.,26,40,15,0,0,0,0,0,0,Easy,
7..65....1....79.5....9.........6.2.5...1...6...97....8.....71..71.83....2.....68,25,45,11,0,0,0,0,0,0,Easy,
6..5..2.4.8.24376......7..8......8..37..9.6.........754..6............3.8..72....,25,42,14,0,0,0,0,0,0,Easy,
..2...61.9....6.....72.5.....9....85.....92.7...3..16.....7....6...1....52..8.9..,24,24,33,0,0,0,0,0,0,Easy,
..5.49.8.1..2..........6...9....431.....61.....49835..2.3.......58...9.4.........,24,40,17,0,0,0,0,0,0,Easy,
3...............9.6.9..3...5.4..2.7.12...64...9..3..1.4...17.65....6.7.3.....4.21,27,45,9,0,0,0,0,0,0,Easy,
.3......1..7..92.41.8.3.9...93....8...1.27...76...8.1....4.3......6......8.....7.,25,50,6,0,0,0,0,0,0,Easy,
279..5...4.3..........1....5.1..8.9...43...52.........9..4..3.....17...5..8.3927.,26,39,16,0,0,0,0,0,0,Easy,
....9.8.7.7.5....38....39.5.9..5.............5...8..6...4..6...6..73....3.52.....,23,43,15,0,0,0,0,0,0,Easy,
.6.4.8..3..3.....9...2.9..73..7..6....5...3..879..6.....2..4..6...523...5...8....,26,40,15,0,0,0,0,0,0,Easy,
39........46.8..9......32.67..........8.6.....2.9....8.6....74.957....8...2...3..,24,37,20,0,0,0,0,0,0,Easy,
5..62....8......6...3.47....4..3681.......2.......8.75...1.4..2.3678.....7.......,25,47,9,0,0,0,0,0,0,Easy,
..76...........71......3....2...4...18.2...3.7...5...66.....1...1..3..7...3.485..,23,39,19,0,0,0,0,0,0,Easy,
.5.13......3.9..5...4....1.21.3..4.634..5..89..8..6...5...13....29.6.............,26,51,4,0,0,0,0,0,0,Easy,
4....3..8.5.12....8..9..715.....74........9...18.3....7.....24..892.............7,24,46,11,0,0,0,0,0,0,Easy,
.63......1.84..3.69...8......5......6..57....471...6..8..3..74..16..8...7..19...3,28,48,5,0,0,0,0,0,0,Easy,
2.97..14...613..2.........7....25....75.........9..4.5....5196....2.7..4.......12,26,34,21,0,0,0,0,0,0,Easy,
7.59.......8.2..7.9.....4......78.....4......5...9.637.62...8.....65.7.3.....4...,24,53,4,0,0,0,0,0,0,Easy,
...9.176.....821.9........5...2.7..6..9.....775......3....96.....8.1.2.....8...5.,24,51,6,0,0,0,0,0,0,Easy,
2..48....3.9........5.7......154.3......321.....7..9.5537.....89..1.34..4........,26,41,14,0,0,0,0,0,0,Easy,
72.....1.4....9.2...9.61..5...5...91.679..2.......45.7.34......2.........956.....,26,52,3,0,0,0,0,0,0,Easy,
..145...3..2...1....6.7..452..6..5.85..8.1...1.472..3....2..67.....6......7......,27,45,9,0,0,0,0,0,0,Easy,
